start	end	text
1622520	1623720	No, no, no.
1623720	1625920	It's simply because they resonate with the constituency.
1625920	1628320	So we can expect AI to land
1628320	1633080	on the sort of political speech table
1633080	1636440	when it matters to the people who are being spoken to.
1636440	1638720	Yeah, the disruption of AI and technology
1638720	1642080	basically are not in any shape or form
1642080	1643960	determined by the political will
1643960	1645800	or social will to accept them though.
1645800	1648280	That's the thing, like you're talking about deep fakes.
1648280	1652280	Deep fakes will come and disrupt future political campaigns
1652720	1655520	from the perspective of constituents and the politicians
1655520	1657200	and all of them altogether
1657200	1660200	without anybody agreeing or disagreeing with them.
1660200	1664520	It does not require agreement of people
1664520	1666840	to go in that certain kind of a speed
1666840	1668600	that technology is evolving, right?
1668600	1672200	So it's important to at least acknowledge
1672200	1677200	the huge disruption that we haven't seen anything of it yet.
1677280	1678840	Because what we are experiencing right now,
1678880	1683360	is this seemingly division that exists globally, really.
1683360	1685640	A lot of people can say that this is because people
1685640	1688320	finally have channels of expressions
1688320	1691240	in the form of social media that now they can be heard.
1692200	1693280	When you say division, by the way,
1693280	1695960	I just want to follow you, what do you mean?
1695960	1697480	So division, for example,
1697480	1699480	what is being portrayed by the media
1699480	1702080	and what is being portrayed by certain news media?
1702080	1705560	Division right and left, division upper and lower class.
1705560	1707080	I mean, what is the core division?
1707120	1708800	Political, political division.
1708800	1710120	Yeah, because the class division,
1710120	1711760	nobody really wants to talk about.
1713280	1715240	I don't know enough about the class division
1715240	1717280	to have a firm opinion on that, but okay.
1717280	1720080	So you're talking about the more or less
1720080	1721360	the left and right to some degree.
1721360	1722680	Right, right.
1723600	1727960	Like this recent example of the video
1727960	1731960	of George Floyd getting killed by the police,
1731960	1736120	which is horrible, and it started a lot of consequences
1736120	1737360	as a result of it.
1737360	1740360	But in a couple of years, a fake video can come up
1740360	1743200	of a very same kind of a thing
1743200	1746520	that half of the audience and half of the viewers
1746520	1748600	will believe it right off the bat.
1748600	1751000	Well, this is going to have very real consequences
1751000	1752440	socially and politically.
1752440	1757040	Yeah, you know, this really is on my mind a lot.
1757040	1760120	So, I mean, again, UN, I've been on,
1760120	1762960	I was in television in Singapore on this same topic.
1762960	1764360	What does this mean for the future?
1764360	1766680	And also with reference to this political division,
1766680	1767920	I've thought a lot about it.
1767920	1772920	And on some level, I didn't see it coming as fast as it was.
1773600	1776760	So I was at Facebook headquarters in 2016.
1776760	1778520	You're talking about Deepfakes.
1778520	1779480	No, I wasn't talking about Deepfakes,
1779480	1782040	but I was at Facebook headquarters in 2016
1782040	1784200	talking to the head of core machine learning at the time,
1784200	1786120	fellow by the name of Hussein Mahena,
1786120	1788600	very sharp fellow, I think he's with Google now.
1788600	1791240	They always swap around over there.
1791240	1795040	There's only so many places to go in SF,
1795040	1796360	but a really sharp fellow.
1796360	1799960	And I recall only very lightly talking about
1799960	1801880	what was beginning to rattle.
1801880	1803200	This is before Trump was elected.
1803200	1807520	What was beginning to rattle is this idea of echo chambers
1807520	1809000	for political perspectives.
1809000	1810480	And I thought to myself, you know,
1810480	1812920	I'm not seeing that much of it just yet right now
1812920	1814400	in my own experience.
1814400	1817240	I don't really see that as like the real workhorse
1817240	1819440	of, you know, friction in society.
1819440	1821280	But by golly, four years later,
1822560	1825080	you know, I can tell you that the echo chamber thing,
1825080	1827200	it's not just, well, more people have a voice
1827200	1828840	and that's why they're fighting each other.
1828840	1832280	I would actually push back on that idea very firmly.
1832280	1833800	I would push back on that idea.
1833800	1838480	I suspect that there are mounted incentives
1838480	1841320	and money to be made and influence to be wielded
1842400	1847400	that sort of make incessant division just work, right?
1847920	1849560	I mean, who has a Twitter following
1849560	1852520	more than 100,000 people who isn't primarily
1852520	1855120	basing it on a for or against or an affinity, right?
1855120	1857720	Oh, you know, I run a puppy kennel or something,
1857720	1860440	or I like take pictures on the beach
1860440	1861320	and I'm an attractive woman.
1861320	1862920	Like, sort them out.
1862920	1866240	Intellectuals, you're gonna pop off
1866240	1867720	if you can have a strong enemy, right?
1867720	1869420	Because you've already got a huge resonance.
1869420	1871120	If you're kind of middle of the road,
1871120	1873340	it's like you're the enemy of both, man.
1874320	1876720	And I think that what I like about Boston
1876720	1878560	is it's actually okay to be middle of the road.
1878560	1880720	I am, I'm tied to neither political party.
1880720	1883000	You can do that and not be a bad guy.
1883000	1887760	In San Francisco, I mean, you're essentially a Bible thumper.
1887760	1890080	Now, I've never read the Bible, but oddly enough,
1890080	1892760	I'm close to being one in the Bay Area.
1892760	1896280	And you with that American flag, I would not recommend.
1896280	1898600	So you doing that within 20 miles of San Francisco,
1898600	1900280	I would not recommend it.
1900280	1902880	And you know, I was a refugee in Canada
1902880	1905640	and I'm an ex-Muslim immigrant in the US.
1905960	1906800	And I'm glad we have you.
1906800	1908080	I'm glad it's helping out.
1908080	1912040	All it takes is one, quote unquote,
1912040	1914720	wrong interpretation of the US flag, for example,
1914720	1916680	which I had in my room in Tehran.
1916680	1920080	You know, United States is a beacon of light still.
1920080	1921480	For people all around the world,
1921480	1923480	you see protesters in Hong Kong
1923480	1925240	under that kind of a situation,
1925240	1926720	they're waving the American flags.
1926720	1931440	It has a meaning beyond politics and geography.
1931440	1933880	Yeah, I hope it retains that meaning, that's my hope.
1933880	1934720	I agree.
1934760	1937000	I'm not here calling America good ubiquitously, right?
1937000	1938520	I'm obviously not doing that.
1938520	1941160	But I am saying that it's a shame
1941160	1943000	when it's ubiquitously seen as evil,
1943000	1945560	because I think we actually have a lot more in common
1945560	1947600	that hopefully we can get along with,
1947600	1949720	but technology is certainly veering us away
1949720	1952160	from having concord here.
1952160	1956200	Yeah, it also shows deeper parts of human nature, right?
1956200	1959240	Like what you were saying that people depend on division
1959240	1961240	in order to capitalize on it.
1961240	1964360	This is something that is very deeply woven
1964360	1965920	within who we are.
1965920	1969680	Oh yes, oh yes, the tribe, sir, the tribe.
1969680	1970640	Yeah.
1970640	1973400	I mean, you know, we are a tribal species
1973400	1976920	and us versus them is the automatic frame.
1976920	1981920	It takes vigilant volitional effort
1982440	1986280	to do anything other than think us versus them
1986280	1988240	in almost all circumstances.
1988240	1990400	I mean, maybe that's a bit of a stretch,
1990400	1993360	but to be frank, it's quite clearly the norm.
1993360	1996120	You know, anyone who considers themselves
1996120	1998160	free entirely of that dynamic,
1998160	2000840	I think is generally fooling themselves to a spooky degree.
2000840	2003880	I think we should be aware of just how consistent
2003880	2004800	and vigilant we have to be
2004800	2008240	and that we're never gonna be perfect in that category.
2008240	2009720	But I hope we can work at it.
2009720	2011240	I don't think we're doing a great job right now
2011240	2012640	as a country.
2012640	2015720	As a country, yeah, especially with China
2015720	2017480	on the other side of the equation.
2018440	2019360	Yeah, all right, you want to?
2019360	2022360	Yeah, let's get in there.
2023360	2024200	Yeah.
2026480	2028360	I remember talking to someone in Toronto
2028360	2032720	a couple of years ago at a Toronto transhumanist meetup
2032720	2034920	and we talked for like three hours.
2034920	2035760	It's awesome.
2035760	2037480	And at the end, it was like, you know,
2037480	2039960	the really only three things matter in this world,
2039960	2042040	China, United States and what they do
2042040	2044600	with artificial intelligence.
2044600	2046200	And this was a couple of years ago
2046200	2049640	and it seems to be the case.
2049640	2052400	My friends in Paris would be angry if I agreed with you.
2052400	2054480	So I'm gonna pretend to disagree with you.
2056480	2057880	Please expand on that.
2057880	2058800	Yeah, yeah.
2062800	2064080	I would take a lot of flack.
2064080	2066840	No, I mean, what for you is interesting
2066840	2068560	about the US China AI race?
2068560	2070680	I mean, I think about this incessantly
2070680	2073240	and I think about this from a defense perspective.
2073240	2074800	I think about this from a media perspective.
2074800	2076760	I spoke in Shanghai for the United Nations.
2076760	2079160	I've interviewed a tremendous number of companies
2079160	2082160	with co-founders in China that are in the AI space
2082160	2086480	as well as investors in the Asian AI ecosystem.
2086480	2088840	And so I have vantage points
2090040	2093960	that have fleshed this out pretty reasonably thoroughly.
2093960	2096080	I mean, I'm not an expert in its entirety,
2096080	2099680	but what makes it interesting for you?
2099680	2101120	What's important about that dynamic?
2101120	2103600	What's interesting to me is within the context
2103600	2106640	of human nature, the tribalism that we talked about
2106640	2109400	and how we have always used technology as a tool
2109400	2112160	in order to pursue our human intentions.
2112160	2114920	And the biggest tribes right now I see in the world
2114920	2119920	is the Chinese Communist Party and the United States
2119960	2123120	government that they're clearly in conflict with each other,
2123120	2125800	which creates, competition is always good
2125800	2127840	to develop new things.
2127840	2132240	It creates like space race and a lot of our technology
2132240	2136280	is contribution of the wars that we have fought, right?
2136280	2138480	But at the end of the day, it's very important
2138480	2142800	to understand that AI is perhaps the ultimate tool
2142800	2146000	and ultimate depending on the intention
2146000	2148280	can be used as a weapon, can be used as like,
2148280	2149600	it's like any other tool, you know,
2149600	2151280	with fire you can warm yourself up
2151280	2153000	or burn down your entire building.
2153880	2156880	And it's very interesting to me because I know China
2156880	2160640	has access to more data than United States
2160640	2163720	and US is kind of, now please correct me if I'm wrong,
2163720	2166960	but it seems like US is lagging behind China
2166960	2170000	specifically because of the decentralized system
2170000	2173720	that the US has versus a centrally driven group
2173720	2175800	of engineers in China that were like,
2175800	2179040	this is our objective, we're gonna get it no matter how.
2179040	2181160	And in the United States, you have to, you know,
2181160	2184360	argue about the definition of the word, for example,
2184360	2189080	is for many months, costing millions and millions of dollars.
2189080	2191880	Yeah, and I mean, the communist system,
2191880	2195520	never having worked within it or understanding it
2195520	2198640	to a great extent, I'm sure has its own hiccups
2198640	2202040	and what we might refer to as inefficiencies
2202040	2206160	with corruption and, you know, however that operates.
2206160	2210440	But to your point, so I wrote a rather in-depth article
2210440	2212760	called The Seven Weaknesses of the West.
2212760	2215120	So someone typed eMERGE, E-M-E-R-J,
2215120	2217720	Seven Weaknesses of the West, they'd find it on Google.
2217720	2219960	And this really summarizes a lot of what I consider
2219960	2222040	to be where we're behind the eight ball with China.
2222040	2224680	Now the United States, I did another very lengthy piece
2224680	2227240	on the AI and China ecosystem, how it's developing,
2227240	2229280	how it's evolving, the kinds of startups, et cetera.
2229280	2232720	That's its own bit of research I believe is free as well.
2232720	2237360	But we have more academic muscle.
2237360	2241240	We have more actual scientists
2241240	2243920	and actual scientists who have experience deploying it,
2243920	2246280	which is a really, really good distinction
2246280	2249200	because coming out of Carnegie Mellon is kinda neat,
2249200	2250400	you know, like you're not dumb.
2250400	2251960	That's awesome, that's great.
2252000	2254560	But actually having experience,
2254560	2256520	turning that into a user experience
2256520	2259760	or reducing money laundering in a bank
2259760	2263480	or improving retention for a subscription service,
2263480	2268480	that's a much more robust, practical, applicable experience.
2268960	2270280	And that's frankly not something
2270280	2271440	you can get in purely academia.
2271440	2273640	So we have certainly some edges here.
2274920	2276640	And I think some people are optimistic
2276640	2278120	that the free market system
2278120	2280720	will also just be more creative writ large.
2280720	2284640	That said, there are a lot of disadvantages.
2284640	2286840	And a lot of them I think have to do with,
2286840	2288160	you mentioned centralization.
2288160	2290160	I think a lot of this ties to the ability
2290160	2292760	for the Chinese Communist Party
2292760	2295720	to marshal a united front of effort.
2295720	2297600	And that involves many factors here.
2297600	2299720	That involves the private sector and academia
2299720	2303960	essentially just being wings of the great and ruling power.
2303960	2307960	So being nothing more but wings, nothing more.
2308280	2311080	That's a very powerful and lovely place to be.
2311080	2316080	And in fact, Confucius, there's no better setup.
2316760	2318840	So Xi Jinping, if your objective
2318840	2323120	was to rule without question,
2323120	2326240	Xi Jinping would be, I mean, I think he's in a great spot.
2326240	2328160	I mean, if that was your goal, Ryan, I'm just saying
2328160	2329880	if it was your goal, he's in the best spot.
2329880	2331040	Objectively speaking.
2331040	2336040	There is no, pericles is not revered in China, right?
2337040	2340760	The Socrates and Christ of China
2340760	2343160	would be Confucius almost unquestionably.
2343160	2346280	And man, I mean, Confucius is real congenial
2346280	2350120	to everything lining up to the great emperor.
2350120	2352400	Now I'm not saying Confucius advocates for tyranny.
2352400	2354640	In fact, I think it's pretty clear he doesn't.
2354640	2359320	But it can be bent and molded so sweetly, so snuggly
2359320	2361880	in a nice, obedient alignment.
2361880	2364000	And I think so culturally, he sits in just
2364040	2368280	an absolutely beautiful, almost impeccable cultural soil
2368280	2369960	for what he is to do.
2370760	2375760	And they have the wings of the party dynamic going on.
2376040	2379160	I think they also have the ruler for life thing, right?
2379160	2381680	Now, now, ruler for life.
2381680	2385320	I mean, they don't fall from their position
2385320	2387800	until the mandate of heaven takes them off of it, right?
2387800	2391160	This is like BC, we're talking BC here, these precedencies.
2391160	2395360	This is a culture that is, I mean, rich, in my opinion,
2395360	2397880	rich and amazing to no end, to no end.
2397880	2398960	I mean, the Tang dynasty.
2398960	2401360	I mean, I'm so fascinated with the history of China.
2401360	2403760	I'm not a big CCP fan, but China,
2403760	2406360	I'm just like ravenously interested across the board.
2406360	2408480	But many of these precedents are very early.
2408480	2411160	And now they're wielding them and they're leveraging them
2411160	2413040	in a way that really makes a lot of sense.
2413040	2416320	And so Xi can think about a 20-year goal.
2416320	2418320	Trump has gotta get elected, you know?
2418320	2419680	He's gotta get elected.
2419680	2421920	And whoever's after him has gotta get elected.
2421920	2426440	For Xi, it's kind of like, he can set a 20-40 goal
2426440	2431440	and he can genuinely take a hard swing at that, right?
2431520	2435400	Deng Jinping was up there for Lord knows how long.
2435400	2437600	What was he, 90 or something when he stepped down?
2437600	2440920	It's a, so these guys can take a really good run at it.
2440920	2443840	And that ability to think long-term, I think,
2443840	2445880	puts us at a sincere disadvantage.
2445920	2450040	So do you see, this is actually a very interesting point.
2450040	2454440	Do you see the representative democracy as a system
2454440	2457560	is a system worthy of being disrupted
2457560	2460480	considering that your competitor is being driven
2460480	2462680	on a centrally driven kind of a system?
2462680	2463960	Which I also wanna add,
2463960	2466840	this was something brought up in Joe Rogan podcast,
2466840	2469000	as Salma mentioned, I keep bringing this up,
2469000	2471160	that China is run by engineers,
2471160	2473680	United States is run by lawyers.
2473680	2475680	So there's a very big difference,
2476480	2477640	not only implementing solutions,
2477640	2480880	but also recognizing problems and solutions
2480880	2483960	to be the most practical kind of solutions.
2483960	2487320	And we seem to be stuck in this representative democracy
2487320	2489200	and all the consequences of it.
2491120	2493840	That question, I think it's,
2493840	2497800	I would say this is an apt time to ask that question.
2497800	2500560	I would also say it is beyond my pale
2500560	2502560	to have firm and square opinions
2502560	2504640	about the how of the reconstruction.
2504640	2505840	Again, it's not my domain.
2505840	2508440	I'll speak to things that I feel confident about
2508440	2509800	and not so much ones I don't.
2509800	2511240	But I do believe,
2512920	2515080	I have reason to believe from my vantage point
2515080	2516960	and my own experience of where I feel like
2516960	2519160	I have expertise that's worthwhile to talk about
2519160	2521480	that it's warranted to question it.
2521480	2523760	Because some of these points,
2523760	2525440	so the whole point of that seven weaknesses
2525440	2526360	of the West article,
2526360	2528280	and I have some other pieces coming out about China
2528280	2529920	in the coming three or four months,
2529920	2531560	particularly around media.
2531560	2532400	That is to say,
2532400	2534560	our media is essentially built to divide us
2535400	2536840	and China gets free reign to come in however they want.
2536840	2538120	Buy up the movie theaters,
2538120	2540240	buy up the movie studios,
2540240	2542120	we're all using TikTok, right?
2542120	2542960	And what are they using?
2542960	2544040	Google and Facebook?
2544040	2547320	Nay, my comrade, nay, my comrade.
2547320	2549480	So they get to mold this,
2549480	2551000	what they would refer to as harmony,
2551000	2554960	we might refer to as something more akin to obedience.
2554960	2557200	Something more akin to like break your legs
2557200	2560000	if you do the wrong kind of yoga in the park,
2560000	2560840	Falun Gong.
2562160	2563800	But they would call it harmony.
2563800	2565520	So they were able to consciously mold that
2565520	2567240	through the entirety of their digital ecosystems
2567240	2568760	that were not a part of it.
2568760	2571320	They can buy the movie theaters out, brother.
2571320	2575200	They can buy the people who make the films out, brother.
2575200	2577240	They can buy up the big gaming companies.
2577240	2578080	You see Blizzard,
2578080	2581400	you're not allowed to talk about Uyghurs on Blizzard, right?
2581400	2585320	So media is its own ball of wax.
2585320	2588600	But yeah, I would say given those present dynamics,
2588600	2589840	there's someone I follow on Twitter
2589840	2591360	whose name now completely evades me,
2592240	2595480	who framed it very well, better than I had previously,
2595480	2597560	is that there's a default momentum
2597560	2600920	where we would then just follow and keep up with China
2600920	2603160	in terms of control and media
2603160	2605720	in order to make sure that we're not weaker than them.
2605720	2607480	That that might be a natural momentum,
2607480	2608680	which is dangerous, right?
2608680	2612320	To be a follower and to also follow of anybody, Mao.
2612320	2615040	I mean, if you're gonna give me one person to follow,
2615040	2617120	I will give you a million human beings
2617120	2618040	before I give you Mao.
2618040	2620760	I will give you literally a million men,
2620960	2622240	a million men or women.
2622240	2624400	I'll give you Thatcher, I'll give you, name him.
2624400	2625800	I'll give you Joan of Arc.
2625800	2628320	I mean, I don't care, anybody but Mao.
2628320	2633320	So I think that the default momentum is in that direction.
2634160	2637000	We do have to think about what does it look like
2637000	2639880	to maintain our strengths and our values
2639880	2642120	while also dealing with the reality
2642120	2644040	of the digital ecosystem that we exist in.
2644040	2646360	And one of my big contentions with defense
2646360	2648960	is that I think a tremendous amount of money
2648960	2650560	goes into things that rust,
2650560	2652720	that is to say tanks, et cetera, et cetera.
2652720	2655120	While China, I think intelligently,
2655120	2657400	is playing the economic and playing the digital
2657400	2660360	and media game, which is much more plausibly deniable.
2660360	2661320	And I think in the future
2661320	2663880	will be a much bigger lever of influence.
2663880	2665960	And so I think that they're playing smarter
2665960	2667640	than we are in that domain.
2667640	2668920	Very well said.
2668920	2671320	Do you think it's corruption that takes more money
2671320	2674560	towards the rustable things that you're talking about?
2674560	2676880	Like they have lobbyists and contractors
2676880	2680040	and connections with certain manufacturers.
2680040	2682440	You know, I don't know enough
2682440	2687440	about what is called the military industrial complex.
2687600	2688920	I don't know it.
2688920	2690760	In fact, I don't know enough
2690760	2693840	to even have a firm opinion on that phrase.
2694960	2699000	So I've spoken with folks in defense, writ large,
2699000	2700840	I consider them to be good folks,
2700840	2704560	but it wouldn't surprise me if there was all manner
2704560	2709320	of dealings and whatnot that might be less than ideal
2709320	2711440	and it might be kind of tainted incentives
2711440	2713080	in many different regards.
2714080	2715320	But I can't speak to it enough.
2715320	2716600	I don't have enough experience.
2716600	2718840	Is DARPA still the leading,
2718840	2721960	I guess you can call them agency or department or whatever
2721960	2724640	with respect to artificial intelligence?
2724640	2725560	Yeah, you know, they still,
2725560	2727600	they have so many different branches now.
2727600	2732120	And I think what I am heartened by
2732120	2735360	is that there are more of these efforts
2735360	2738480	to improve public private sector partnership,
2738480	2739920	really, really direct efforts.
2739920	2741800	We did a very robust report
2741800	2745080	about the all of the published AI strategy docs
2745080	2746560	from the US public sector.
2746560	2749520	So the AI.gov and all the permutations
2749520	2750800	that are publicly available.
2750800	2751800	What do they have in common?
2751800	2753440	What are the common initiatives?
2753440	2755880	A critical thrust across absolutely all of them
2755880	2758200	is improving public private sector partnerships.
2758200	2760360	And we see new organizations
2760440	2762320	like it used to be called the DIUX.
2762320	2763640	Now it's called the DIU.
2763640	2768280	It's sort of another sort of investment venture wing.
2768280	2770200	We have things like Incutel and DARPA
2770200	2771040	that have been around forever.
2771040	2772960	DARPA is obviously still a huge deal.
2773920	2776000	But we also have similar little,
2777120	2779680	we could call sort of like accelerator incubators
2779680	2781720	slash venture arms of even the Air Force
2781720	2782760	has their own shtick.
2782760	2784880	They have a little camp that they run in Boston
2784880	2786160	and a place that they rent out.
2786160	2787280	And I think they make investments
2787280	2790040	and work with tech talent and whatnot.
2790440	2793400	So there's a spidering proliferation of these groups.
2794760	2796560	I don't know enough about their coordination
2796560	2798280	to say if I feel good about that.
2798280	2800000	My inkling is it's not amazing
2800000	2802520	because defense is very complicated.
2802520	2804640	But yeah, DARPA still, I would say the best known
2804640	2806600	to the best of my knowledge.
2806600	2808960	But luckily it's proliferating.
2808960	2809960	Excellent.
2809960	2812520	Based on the data and understanding
2812520	2814640	that you have gathered within these years,
2814640	2818720	you must have some kind of end game kind of a picture
2818720	2822280	for US AI supremacy and Chinese AI supremacy.
2822280	2824200	Do you have something like that?
2824200	2825960	I do, I've written an article on it.
2825960	2830760	So what are some of the drastic contrast
2830760	2832360	between those kind of words?
2832360	2837040	The word where AI is driven by a US supremacy
2837040	2840200	or the world that AI is driven by Chinese supremacy?
2841360	2844120	Yeah, you know, I try my hardest
2844120	2847480	to not think about that as my default frame.
2847520	2848800	It's very hard not to
2848800	2850680	because of the whole Thucydides trap
2850680	2854440	and because of the level of tension
2854440	2856200	that we're dealing with right now.
2857600	2860920	But in my heart of hearts as a first swing,
2860920	2863640	I have an article called We Unite or We Fight,
2863640	2867480	so E-M-E-R-J, We Unite or We Fight,
2867480	2870120	which is really around getting on the same page.
2871200	2873320	It's a horrible word, but same-pagedness,
2873320	2874920	we could call it solidarity,
2874920	2878840	around what kind of 10-year, 20-year,
2878840	2883280	even maybe longer, visions we want for a global society
2883280	2885600	and being able to somewhere agree on that,
2885600	2889680	to align and have transparency and steering,
2889680	2891080	shared transparency and steering
2891080	2894680	around where the big trajectory actually goes.
2894680	2897920	That said, I'm not necessarily an optimist
2897920	2901560	to that same-pagedness between China as it stands today
2901560	2904520	and the US is really all that possible.
2904560	2907880	If China had the government of Japan, for example,
2909800	2913840	I probably really wouldn't be all that democratic nation.
2913840	2915760	I mean, I just don't really think
2915760	2918880	there's gonna be that many problems with that.
2918880	2922080	I mean, Japan's a different ballgame than us,
2922080	2925800	but democracy-wise, and people are people,
2925800	2928080	there's no issues with individual Chinese folks
2928080	2932560	by any means, but yeah, I feel as though
2932560	2934600	the kind of global solidarity and alignment
2934600	2936480	that would be required to get on the same page
2936480	2938480	about what are we to turn into,
2938480	2940120	what is the human experience to be,
2940120	2942560	what is the global community to bloom into
2942560	2944000	beyond the present human experience,
2944000	2945960	because we're not really gonna be able to stop that train,
2945960	2947120	hopefully we can guide it,
2947120	2948680	hopefully it can be something other than war
2948680	2950640	that drives it forward.
2950640	2954600	So that article articulates what my hoped vision would be,
2954600	2957640	which is not war, which is solidarity,
2958800	2961000	but I'll tell you, to get to that solidarity,
2962720	2964920	that's, there's gotta be a smarter guy than me for that one.
2964920	2968200	Sometimes just parts come from different kind of
2968200	2969880	experience and background.
2969880	2972320	It's been true with certain religions that
2973440	2976200	some religions, they just do not wanna get along
2976200	2978520	with other religions or other competitors.
2978520	2979960	They demand submission.
2979960	2981240	That's what they're demanding.
2981240	2984760	However, we fool ourselves in this part of the world.
2984760	2989360	That doesn't change their status quo and default state.
2989360	2992520	So it seems like there is a fundamental disconnect
2993480	2995000	between the Chinese Communist Party,
2995000	2998320	and I'm not dividing based on good and bad
2998320	3002400	or any kind of ethical or moral judgment,
3002400	3005320	but they're just coming from a very different kind of a place
3005320	3008000	and looking for a very different kind of an outcome
3008000	3010400	than the United States.
3011800	3014000	I think that is certainly the case.
3014880	3017560	What I will say about the United States,
3017560	3021160	as absolutely horrible as I think we're doing right now
3021160	3023480	on the global stage from Trump to you name it.
3023480	3028480	I mean, as just brutal as our perception is globally,
3028640	3031720	our value prop is, it ain't that bad.
3031720	3033040	It ain't that bad, man.
3033040	3037400	I mean, there's a lot of countries that dig our value prop
3037400	3040000	more than whatever they were rocking with
3040000	3041000	before they had it.
3041000	3044360	And I'm now, am I advocating for colonial,
3044360	3045960	not even freaking close, right?
3045960	3047360	But somebody would misinterpret that
3047360	3050520	because that's the world we live in right now.
3050520	3053280	What I will say is that just as a culture,
3053280	3055840	the general value prop I think is really strong.
3055840	3058360	It's very hard for China to,
3058360	3062000	so I believe there's a permutation of a Machiavelli quote,
3062000	3064320	something akin to, and this might be bastardized
3064320	3066320	and I apologize, but something akin to,
3066320	3071320	when you take over a country or a county or what have you,
3071320	3073920	you have the choice to let them keep their arms
3073920	3076000	or to take away their arms.
3076000	3077920	But you can't let them keep their arms
3077920	3080160	and then later take away their arms.
3080160	3082880	And I think that when it comes to China
3082880	3086680	selling their value proposition to other countries,
3086680	3089560	those countries would have to be at brutal war
3089560	3091240	with each other for a very long time
3091240	3094200	and essentially lose all semblance of a stable democracy
3094200	3098760	before you would say yay to the kind of vulgar tyranny
3098760	3101040	of the Chinese Communist Party.
3101960	3106400	And so I think that the sale of their schtick
3106400	3107880	is a tougher sell.
3107880	3111360	And so if we have nothing else going for us in the States,
3112280	3115560	it would be that you can tweet what you want,
3115560	3120120	including about the man who purportedly runs the country
3120120	3122720	and you're gonna go to bed just fine.
3122720	3124680	Yeah, the fundamental American values,
3124680	3129120	there I say constitutional values, absolutely.
3129120	3133560	Dare you say, yeah, you're a Bible thumper, aren't you?
3133560	3135760	Must be, and white supremacists, I guess.
3137920	3141240	Anyway, but yes, I just think about them as,
3141240	3143920	in the OECD, I have a great,
3143920	3148840	I have a really warm and abiding respect
3148840	3151360	for the OECD as an organization.
3151360	3154400	I really recommend people interested in solidarity,
3154400	3156440	certainly in sort of the broad Western dynamic
3156440	3159200	versus the hardcore communism
3159200	3161040	to learn more about the OECD,
3161040	3163680	but they refer to it as like-minded nations, right?
3163680	3165480	It's not any one person's constitution.
3165480	3167160	It's just, can you say what you want
3167160	3168400	and nobody breaks your legs?
3168400	3170760	Can you pray to what you want and nobody breaks your legs?
3170760	3172720	Can you come together and congregate how you want
3172720	3174080	and nobody breaks your legs?
3174080	3177040	It's just basic stuff, it's just basic stuff.
3177040	3178360	So for me, it's not even constitutional,
3178360	3179960	it's just like-minded nations
3179960	3183600	where somewhat essential sort of freedoms,
3183600	3186400	as far back as Greece or we wanna tie to John Locke
3186400	3188320	or I don't really care who gets the credit,
3188320	3190600	just the kinds of freedoms that we enjoy, right?
3190600	3193040	So I can extrapolate it even beyond the constitution
3193040	3193920	if we wanted to.
3193920	3195120	Yeah, interesting.
3195120	3198680	Transparency is the key, definitely.
3198680	3201120	Are you at all confident and optimistic
3201120	3204600	about decentralization on the basis of blockchain
3204600	3206200	to reach some of these goals?
3210200	3213400	I don't know enough about blockchain
3213400	3215760	to have a square opinion there.
3215760	3217520	What I will tell you is this,
3217520	3220240	there appears to be very little blockchain
3220240	3224320	tinkering its way into the actual enterprise right now.
3224320	3225840	Now, the same could be said of AI,
3225840	3228960	but AI is much farther along in let's say big banks,
3228960	3233360	big media companies, e-commerce, manufacturing.
3233360	3236400	Artificial intelligence is eking its way in in the corners.
3236400	3238760	I'm not saying it's easy and at a fun time,
3238760	3239920	but it's making a difference.
3239920	3241880	It's clearly going to be transformative.
3241880	3243920	Blockchain, I don't think that the use cases
3243920	3246080	are so nascent that I really don't have firm opinions.
3246080	3248000	When I look at the intersection of blockchain and AI,
3248000	3249640	which I have done some research on,
3252560	3253560	it's nascent to the point
3253560	3255400	where I literally don't care about it yet.
3255400	3257960	I mean, didn't you talk about that with Ben Gertzell?
3257960	3260400	Because Ben Gertzell's Singularity Net is-
3260400	3263720	And I have a tremendous respect for Gertzell, by the way.
3263720	3266960	I mean, I consider Gertzell, in my personal opinion,
3266960	3270240	he's one of probably four living intellectuals
3270240	3273360	who I would say have really influenced my thought
3273400	3278120	and who I consider to be toweringly intelligent.
3278120	3281200	And so I have a great respect for Gertzell.
3281200	3284360	But yeah, I mean, and I hope his firm succeeds.
3284360	3285200	I'm rooting for him.
3285200	3286480	I'm rooting for Singularity Net.
3286480	3289920	It still seems to me to be a great many different ideas
3289920	3291760	that they're exploring in terms of what the business model
3291760	3293040	will be and how it's going to work out.
3293040	3295280	And if anybody can do it, hopefully it's him.
3295280	3296120	But I think-
3296120	3297120	Yeah, what can lead to AGI?
3297120	3299320	That's the thing, because we don't really know
3299320	3302080	what can lead to AGI at this point.
3302080	3302960	That's exactly it.
3303520	3304360	Yeah, we don't have a clue yet.
3304360	3306000	So Ben's got some theories, though,
3306000	3308360	and he's got more informed theories than me.
3308360	3310200	He's been thinking about it since I was five years old.
3310200	3311840	Fascinating, fascinating individual.
3313480	3316840	We talked about having an hour long conversation,
3316840	3318560	so I don't wanna leak.
3318560	3320360	Yeah, you have a two o'clock, unfortunately.
3320360	3321200	Okay.
